Name	Direction	TU_start	TU_end	Genes
pflB_1	-	951207	953925	pflB
yhhY	+	3581111	3581626	yhhY
yjgX	-	4499593	4500791	yjgX
ptsG_1	+	1157766	1159302	ptsG
hdhA	-	1697273	1698122	hdhA
cirA_1	-	2244778	2246929	cirA
yhaJ_1	-	3253318	3254261.0	yhaJ
yhaJ_2	-	3253318	3254280.0	yhaJ
hinT-ycfL-lpoB-thiK-nagZ-ycfP_1	+	1161821.0	1165685	ycfP,nagZ,thiK,lpoB,ycfL,hinT
hinT-ycfL-lpoB-thiK-nagZ-ycfP_2	+	1161823.0	1165685	ycfP,nagZ,thiK,lpoB,ycfL,hinT
hinT-ycfL-lpoB-thiK-nagZ-ycfP_3	+	1161827.0	1165685	ycfP,nagZ,thiK,lpoB,ycfL,hinT
degQS	+	3380654	3383267	degS,degQ
sdiA_1	-	1996110	1996897	sdiA
slp-dctR	+	3653936	3655213	dctR,slp
pflA	-	950301	951154	pflA
crp_1	+	3486031	3486792	crp
yqeF_1	-	2984411	2985624.0	yqeF
yqeF_2	-	2984411	2985809.0	yqeF
yqeF_3	-	2984411	2985701.0	yqeF
rnc-era-recO-pdxJ-acpS	-	2700618	2704223	acpS,pdxJ,recO,era,rnc
yddE_1	-	1534965	1535869.0	yddE
metG_1	+	2194269	2196366	metG
fxsA	+	4368603	4369140	fxsA
yeiR-lpxT_1	+	2267742.0	2269567	lpxT,yeiR
yfiM_1	+	2724033.0	2724451	yfiM
fliLMNOPQR_1	+	2019595	2023678	fliR,fliQ,fliP,fliO,fliN,fliM,fliL
epd-pgk-fbaA_2	-	3070165	3073823	fbaA,pgk,epd
nrdG	-	4459900	4460394	nrdG
sseA	+	2652391	2653339	sseA
ompR-envZ_1	-	3534473	3536755	envZ,ompR
amiC_1	-	2947757	2949066.0	amiC
amiC_2	-	2947757	2949189.0	amiC
hypABCDE-fhlA	+	2850627	2856416	fhlA,hypE,hypD,hypC,hypB,hypA
ygeQ	-	2998034	2998828	ygeQ
nudK	-	2582903	2583478	nudK
ymiA-yciX	+	1335090	1335458	yciX,ymiA
rseX	+	2033649	2033739	rseX
nlpD-rpoS_1	-	2866559	2868829	rpoS,nlpD
micL	-	1958441	1958747	micL
corA	+	4001194	4002376	corA
ybaQ	+	508191	508559	ybaQ
ymfH-xisE-intE	-	1199679	1201380	ymfH,xisE,intE
yhhN_1	+	3605698.0	3606377	yhhN
yhhN_2	+	3605575.0	3606377	yhhN
ldcC	+	209649	211820	ldcC
mdtEF_1	+	3659145	3663527	mdtF,mdtE
tdcBCDEFG	-	3258285	3266058	tdcG,tdcF,tdcE,tdcD,tdcC,tdcB
yafF	+	239190	239378	yafF
ydiP	-	1778390	1779328	ydiP
tesB	-	474301	475201	tesB
yefM-yoeB	-	2089211	2089733	yefM,yoeB
mutL-miaA-hfq-hflXKC_1	+	4397100	4404304	hflC,hflK,hflX,hfq,miaA,mutL
pykF_2	+	1755663	1757110	pykF
accD	-	2432963	2434015	accD
recAX	-	2822139	2823819	recX,recA
sdiA_2	-	1996110	1996910	sdiA
ymfJ_1	-	1201776	1202184.0	ymfJ
ymfJ_2	-	1201776	1202185.0	ymfJ
ymfJ_3	-	1201776	1202259.0	ymfJ
ymfJ_4	-	1201776	1202213.0	ymfJ
kdgT	+	4101690	4102673	kdgT
yihUTS_1	-	4070515	4073663	yihS,yihT,yihU
rpoS_1	-	2866559	2868118	rpoS
acrD_1	+	2587475	2590708	acrD
ybjG	-	882792	883508	ybjG
uspE	-	1397672	1398659	uspE
ahpCF_1	+	638921	641318	ahpC,ahpF
yfdX	-	2488023	2494433	yfdE,yfdV,oxc,frc,yfdX
tomB-hha	-	480090	480794	tomB,hha
yifK	+	3980887	3982272	thrP
eno_2	-	2906643	2908846	eno
ilvEDA	+	3952388	3957123	ilvA,ilvD,ilvE
ung	+	2716738	2717443	ung
kdsC-lptCAB_1	+	3341719	3344669	lptB,lptA,lptC,kdsC
yhbP	-	3299472	3299915	yhbP
talB	+	8191	9226	talB
asr_2	+	1671327	1671720	asr
trkG_1	+	1423749.0	1425239	trkG
trkG_2	+	1423671.0	1425239	trkG
trkG_3	+	1423741.0	1425239	trkG
mpl_1	+	4455728	4457158	mpl
glpD	+	3561971	3563518	glpD
opgD_1	+	1496682.0	1498511	opgD
opgD_2	+	1496645.0	1498511	opgD
opgD_3	+	1496776.0	1498511	opgD
opgD_4	+	1496655.0	1498511	opgD
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	-	3448267	3453442	rpsQ,rpmC,rplP,rpsC,rplV,rpsS,rplB,rplW,rplD,rplC,rpsJ
rsxABCDGE-nth	+	1705755	1712158	nth,rsxE,rsxG,rsxD,rsxC,rsxB,rsxA
treF	+	3669551	3671241	treF
tig_1	+	454994.0	456431	tig
tig_2	+	454993.0	456431	tig
tig_3	+	455122.0	456431	tig
acpP	+	1151575	1151887	acpP
csrA_1	-	2818961	2819198	csrA
ecpR	-	310746	311393	matA
tyrS-pdxY_1	-	1715026	1717269	pdxY,tyrS
ilvLXG_1G_2MEDA_1	+	3950290	3957123	ilvX,ilvG,ilvA,ilvD,ilvE,ilvM,ilvL
umpG-pcm	-	2868893	2870686	pcm,umpG
aaeR	+	3389496	3390449	aaeR
yjjN	+	4595990	4597012	lgoD
borD	-	578600	578921	borD
ykgEFG	+	321608	324453	ykgG,ykgF,ykgE
rhoL-rho	+	3966162	3967731	rhoL,rho
add	+	1702202	1703234	add
ivy_1	+	240329.0	240816	ivy
ivy_2	+	240319.0	240816	ivy
topA_1	+	1330789	1333645	topA
ansB_1	-	3099654	3100751	ansB
gnsA_2	+	1051999	1052240	gnsA
cbpAM_1	-	1062550	1063828	cbpM,cbpA
yahIJ	+	340165	342507	yahJ,yahI
acnA_2	+	1335827	1338506	acnA
yhfK	+	3486761	3488893	yhfK
relBE-hokD	-	1645034	1645903	hokD,relE,relB
agrB	+	3648294	3648375	agrB
insL1	+	15445	16557	insL1
ydjXYZ-ynjABCD	+	1833401	1839400	ynjD,ynjC,ynjB,ynjA,ydjZ,ydjY,ydjX
yihLM	+	4060447	4062145	yihM,yihL
trhP	+	2165668	2167029	trhP
rpoH_2	-	3599887	3600849	rpoH
yqeC_1	-	3014287	3015167.0	yqeC
yqeC_2	-	3014287	3015234.0	yqeC
rnb_1	-	1346942	1348944	rnb
rsmG_1	-	3923057	3923756.0	rsmG
mnmG-rsmG_1	-	3923057	3925674	mnmG,rsmG
iraP_1	+	401363	401646	iraP
glk_2	-	2508424	2509447	glk
yjdN	-	4325298	4325741	yjdN
lacZYA_1	-	361140	366358	lacA,lacY,lacZ
rne_1	-	1141182	1144728	rne
ymfI_1	+	1201440.0	1201838	ymfI
malPQ	-	3547986	3552510	malQ,malP
ycgH	+	1219601	1222248	ycgH
prpBCDE	+	348646	354592	prpE,prpD,prpC,prpB
yejG_1	-	2277893	2278397	yejG
talA	+	2578608	2579616	talA
yhhX_1	-	3579768	3581016.0	yhhX
yhhX_2	-	3579768	3580859.0	yhhX
caiCDE	-	34781	37854	caiE,caiD,caiC
yncJ	-	1508834	1509064	yncJ
ldrC_1	-	1270238	1270546.0	ldrC
lpp_1	+	1757383	1757657	lpp
yahB	-	333501	334433	yahB
nudB-yebC-ruvC	-	1946815	1948674	ruvC,yebC,nudB
ybeD-lipB_1	-	661637	662706	lipB,ybeD
sanA-yeiS_1	+	2232684.0	2233839	yeiS,sanA
hisLGDCBHAFI	+	2089965	2097225	hisL,hisG,hisD,hisC,hisB,hisH,hisA,hisF,hisI
idi_1	+	3032938.0	3033613	idi
idi_2	+	3032970.0	3033613	idi
idi_3	+	3032943.0	3033613	idi
idi_4	+	3033039.0	3033613	idi
alsRBACE_1	-	4307783	4313132	alsE,alsC,alsA,alsB,alsR
glyU_1	-	2998984	2999064.0	glyU
pinH	-	2783065	2783304	pinH
melR	-	4340720	4341650	melR
macB_1	+	920337.0	922293	macB
macB_2	+	920094.0	922293	macB
yjcC	+	4275418	4277057	pdeC
apt	+	491310	491963	apt
citT_1	-	645117	646603.0	citT
citT_2	-	645117	646632.0	citT
gabDTP_2	+	2791172	2795653	gabP,gabT,gabD
damX-dam-rpe-gph-trpS	-	3512634	3517600	trpS,gph,rpe,dam,damX
ruvAB_1	-	1944219	1946016	ruvB,ruvA
yeaP	+	1877657	1878740	dgcP
fucR	+	2939338	2940099	fucR
leuL	-	83574	83735	leuL
ybeU-djlC_1	+	679462.0	681663	djlC,ybeU
ybeU-djlC_2	+	679465.0	681663	djlC,ybeU
malEFGH	-	4242531	4246464	malH,malG,malF,malE
gapA_3	+	1862735	1863766	gapA
tig_1	+	454993	456431	tig
yagAB-insX	-	280114	281983	yagA,yagB,insX
dgcQ	-	2026323	2028017	dgcQ
gcd_1	-	138801	141279	gcd
ysaB_1	-	3725413	3725902.0	ysaB
clsC	+	1106292	1107776	clsC
nhaB_1	-	1233176	1234767.0	nhaB
ycgR	-	1243793	1244556	ycgR
putP_1	+	1079210	1080838	putP
ghoST	+	4352549	4353081	ghoT,ghoS
ascB	+	2840942	2842414	ascB
fliAZY_1	-	1999541	2001808	tcyJ,fliZ,fliA
ynfC_1	-	1656747	1657547.0	ynfC
tusA_1	-	3608751	3609020.0	tusA
argE_1	-	4153696	4155078	argE
pcnB-folk	-	157253	159391	folK,pcnB
gntT_2	+	3546446	3547875	gntT
decR	+	468352	468841	decR
ydiNB-aroD	+	1772512	1775444	aroD,ydiB,ydiN
yjbQR	+	4270214	4271061	yjbR,yjbQ
insL2	+	608065	609177	insL2
yadV-htrE_1	-	152829	156224	htrE,yadV
argP	+	3059730	3060680	argP
nudG_1	+	1841438.0	1841897	nudG
deoR	-	881976	882764	deoR
ypdI_1	+	2494494.0	2494973	ypdI
tag-yiaC	+	3713092	3714092	yiaC,tag
asnC	-	3926545	3927031	asnC
insH-5_1	-	1427746	1428926.0	insH5
sra	-	1555826	1556046	sra
asnW	-	2057926	2058102	asnW
nrdHIEF	+	2800656	2804461	nrdH,nrdI,nrdF,nrdE
yqaE-kbp	-	2796337	2797085	kbp,yqaE
ycaD_1	+	945719.0	947019	ycaD
ycaD_2	+	945839.0	947019	ycaD
yjgD	+	4478445	4478889	rraB
metJ_3	-	4128078	4128558	metJ
mfd_1	-	1170518	1174028	mfd
ygaC	-	2799650	2800590	ygaC
yceF_1	-	1146011	1146607.0	yceF
yceF_2	-	1146011	1146628.0	yceF
yceF_3	-	1146011	1146749.0	yceF
yceF_4	-	1146011	1146761.0	yceF
bglH-yieLK	-	3898671	3902220	bglH,yieL,yieK
cbpA-cbpM_1	-	1062550	1063919	cbpM,cbpA
bioP	+	4011076	4011975	bioP
kdsC-lptCAB_2	+	3342010	3344669	lptB,lptA,lptC,kdsC
asnU	+	2059845	2059966	asnU
yjhE	+	4506861	4507109	yjhE
dcuC	-	654583	656083	dcuC
sdaA	+	1896809	1898331	sdaA
pitA	+	3637612	3639141	pitA
yhaKL	+	3254319	3255207	yhaL,yhaK
gltA_1	-	753126	754767	gltA
cmr_1	+	883569	884938	mdfA
yigGF	-	4002419	4003193	yigG,yigF
tsr_1	+	4591633	4593312	tsr
dicA	+	1647934	1648341	dicA
hemL_2	-	173602	174941	hemL
glnAZLG_1	-	4053869	4058222	glnZ,glnG,glnL,glnA
yeeO_1	-	2058203	2059828.0	yeeO
yeeO_2	-	2058203	2059875.0	yeeO
yeeO_3	-	2058203	2059722.0	yeeO
dnaN-recF_1	-	3880148	3882348	recF,dnaN
ubiD_1	+	4024970.0	4026481	ubiD
ubiD_2	+	4024809.0	4026481	ubiD
ybdR_1	+	641922.0	643326	ybdR
dadAX_1	+	1237525	1239949	dadA,dadX
gor_1	+	3646112	3647651	gor
nlpC_1	-	1792267	1792760.0	nlpC
nlpC_2	-	1792267	1792827.0	nlpC
glgAP	-	3564082	3568392	glgP,glgA
dmsC	+	943957	944896	dmsC
prfC	+	4609358	4611003	prfC
fumD_1	-	1754932	1755209.0	fumD
fumD_2	-	1754932	1755167.0	fumD
pdxI_1	+	1474188.0	1475081	pdxI
argT-hisJQMP	-	2423736	2427849	hisP,hisM,hisQ,hisJ,argT
dcrB_1	+	3609767.0	3610512	dcrB
dcrB_2	+	3609930.0	3610512	dcrB
dcrB_3	+	3609913.0	3610512	dcrB
dcrB_4	+	3609780.0	3610512	dcrB
rpoS_2	-	2866559	2867567	rpoS
tyrS-pdxY_2	-	1715026	1717283	pdxY,tyrS
nrdR-ribDE-nusB-thiL-pgpA	+	432977	437107	pgpA,thiL,nusB,ribE,ribD,nrdR
rph-pyrE	-	3815096	3816580	pyrE,rph
emrRAB	+	2810747	2814154	mprA,emrA,emrB
leuQPV	-	4606079	4606432	leuV,leuP,leuQ
yffB-dapE-ypfN	+	2591217	2592962	ypfN,dapE,yffB
ybgA-phr_2	+	738920	740925	phr,ybgA
lptFG	+	4486218	4488400	lptG,lptF
gpmA_2	-	786843	787670	gpmA
dacD	-	2081341	2082547	dacD
chiX	+	507204	507287	chiX
bcr	-	2278570	2279760	bcr
arcA_3	-	4639539	4640688	arcA
yhgF_1	+	3537176.0	3539706	yhgF
aspS_1	-	1948662	1950617	aspS
yfhG	-	2688793	2689506	qseG
glgS_1	-	3191716	3192012	glgS
glmY_1	-	2691157	2691340	glmY
iaaA-gsiABCD	+	866537	872801	gsiD,gsiC,gsiB,gsiA,iaaA
ybaN_1	+	490879.0	491259	ybaN
ybaN_2	+	490857.0	491259	ybaN
ybaN_3	+	490718.0	491259	ybaN
ybaN_4	+	490873.0	491259	ybaN
metH_1	+	4223505	4227511	metH
yghT_1	+	3133915.0	3134823	yghT
yghT_2	+	3133977.0	3134823	yghT
yghT_3	+	3134016.0	3134823	yghT
yghT_4	+	3134020.0	3134823	yghT
yghT_5	+	3133968.0	3134823	yghT
yghT_6	+	3133982.0	3134823	yghT
yghT_7	+	3134084.0	3134823	yghT
yfgM_1	-	2638663	2639433	yfgM
ybfQ	+	736445	736699	ybfQ
dsbB_1	-	1232500	1233147.0	dsbB
torS_1	-	1053434	1056182.0	torS
gadEF_2	+	3657800	3659082	gadF,gadE
kdsC-lptCAB_3	+	3342226	3344669	lptB,lptA,lptC,kdsC
ycjMNOPQRSTUV-ymjB-ompG	+	1370216	1382852	ompG,ymjB,ycjV,ycjU,ycjT,ycjS,ycjR,ycjQ,ycjP,ycjO,ycjN,ycjM
ybiYW	-	860174	863511	ybiY,ybiW
cmk-rpsA	+	961165	963716	rpsA,cmk
gapA_4	+	1862735	1863766	gapA
rhtC_1	+	4007739.0	4008377	rhtC
leuLABCD_1	-	78848	84024	leuD,leuC,leuB,leuA,leuL
cdh	+	4109907	4110730	cdh
rapA	-	60358	63588	rapA
ftsQAZ_1	+	102867	106456	ftsQ,ftsA,ftsZ
gor_2	+	3646112	3647651	gor
yfiR-dgcN-yfiB	+	2741824	2744169	yfiB,dgcN,yfiR
mdoC	-	1107784	1108941	opgC
hyaABCDEF_1	+	1031984	1037634	hyaA,hyaB,hyaC,hyaD,hyaE,hyaF
yqcC-truC-yqcA	-	2922535	2924113	yqcC,truC,yqcA
galETK_1	-	788615	792081	galK,galT,galE
ileY	-	2785762	2785837	ileY
dicF	+	1649382	1649434	dicF
phoA-psiF	+	401707	403601	phoA,psiF
livKHMGF_1	-	3592724	3597730	livF,livG,livM,livH,livK
pdxK	-	2536386	2537319	pdxK
mdh_1	-	3383330	3384313	mdh
dtpC	-	4354954	4356411	dtpC
yfcE	-	2419234	2419818	yfcE
nupG	+	3105651	3106970	nupG
rlmI_1	-	1028779	1030001.0	rlmI
pstSCAB-phoU_1	-	3906853	3911568	phoU,pstB,pstA,pstC,pstS
groSL_2	+	4370616	4372671	groL,groS
trmL	+	3781215	3781688	trmL
hsdMS	-	4580068	4583048	hsdS,hsdM
aslB	+	3982781	3984193	aslB
gatYZABCD	-	2171833	2177234	gatD,gatC,gatB,gatA,gatZ,gatY
yfgG	+	2629252	2629481	yfgG
rydC	-	1491442	1491506	rydC
glmUS_1	-	3911810	3915223	glmS,glmU
galR	+	2976569	2977630	galR
tldD_1	-	3390583	3392184.0	tldD
tldD_2	-	3390583	3392075.0	tldD
mutY-yggX_1	+	3102988	3104368	yggX,mutY
intF	-	295696	297096	intF
rsuA_1	-	2279788	2280548.0	rsuA
rsuA_2	-	2279788	2280545.0	rsuA
yebF	-	1930034	1930390	yebF
fbp	-	4454611	4455609	fbp
xseA	+	2634197	2635602	xseA
dnaKJ_1	+	12144	15298	tpke11,dnaK,dnaJ
argO	-	3068173	3068836	argO
yncL_1	-	1517099	1517246.0	yncL
rpoBC	+	4181063	4189613	rpoC,rpoB
purR	+	1737689	1738869	purR
sraB	+	1146589	1146757	sraB
elbB-mtgA	-	3349081	3350459	elbB,mtgA
mfd_2	-	1170518	1173992	mfd
uxaCA_1	-	3241827	3244857	uxaA,uxaC
yjgH	-	4472814	4473209	yjgH
yceD-rpmF_1	+	1146649	1147540	rpmF,yceD
feaB_1	+	1447492	1449063	feaB
yhdN-zntR	-	3438705	3439546	yhdN,zntR
dacB_1	+	3328857.0	3330396	dacB
hiuH-msrPQ	+	2038840	2041118	msrQ,msrP,hiuH
chiZPQ	+	708236	710116	chiZ,chiQ,chiP
rhsE-ydcD	+	1527890	1530404	ydcD,rhsE
acrEF	+	3413702	3418177	acrE,acrF
argR_1	+	3384602	3385173	argR
yhdJ_1	+	3411617.0	3412537	yhdJ
yhjJ	-	3680444	3682016	yhjJ
mdoGH_1	+	1109257	1113560	opgH,opgG
yeaE	-	1864782	1865724	yeaE
yehS	-	2211726	2212226	yehS
tsaE-amiB-mutL-miaA-hfq-hflXKC	+	4395555	4404304	hflC,hflK,hflX,hfq,miaA,mutL,amiB,tsaE
thrU-tyrU-glyT-thrT-tufB	+	4175381	4177185	tufB,thrU,tyrU,glyT,thrT
aat_1	-	926728	927460.0	aat
rcsF-trmO	-	218887	219995	rcsF,trmO
rpoE-rseABC_1	-	2707322	2710165	rseC,rseB,rseA,rpoE
ompR-envZ_2	-	3534473	3536685	envZ,ompR
galK	-	788831	790463	galK
yfiE_1	-	2714439	2715344.0	yfiE
rpmBG	-	3811209	3811995	rpmG,rpmB
leuO_1	+	84298	85312	leuO
alaWX	-	2518002	2518253	alaX,alaW
ydcF_1	+	1487202.0	1488035	ydcF
ydcF_2	+	1487231.0	1488035	ydcF
gltX_1	-	2519208	2520730	gltX
btuD	-	1792809	1793583	btuD
pepA_1	-	4484440	4486101	pepA
narGHJI	+	1279807	1286579	narG,narH,narJ,narI
arsRBC	+	3648512	3650662	arsR,arsB,arsC
cbrA_1	+	3869314.0	3870441	cbrA
cmr_2	+	883649	884938	mdfA
nhaAR_1	+	17317	19620	nhaR,nhaA
mdtUJI	-	1672820	1673779	mdtU,mdtJ,mdtI
tcyJ	-	1999541	2000410	tcyJ
ygeX	+	3007510	3008706	ygeX
yhiM	+	3634743	3635893	yhiM
yaaU	+	45592	47138	yaaU
pdeA	-	2515643	2517832	pdeA
nagC_1	-	700374	701865	nagC
ppsA	-	1784734	1787161	ppsA
chaC	+	1272422	1273202	chaC
symR	+	4579835	4579911	symR
yhdH_1	+	3403446.0	3404458	yhdH
yhdH_2	+	3403280.0	3404458	yhdH
yffL	+	2560257	2560898	yffL
fliDST_1	+	2003817	2006165	fliD,fliS,fliT
appY_3	+	583580	584430	appY
ybgS_1	-	784937	785373.0	ybgS
ybgS_2	-	784937	785465.0	ybgS
ybgS_3	-	784937	785459.0	ybgS
ybgS_4	-	784937	785496.0	ybgS
ybgS_5	-	784937	785339.0	ybgS
ygiV_1	-	3168749	3169287.0	ygiV
ygiV_2	-	3168749	3169291.0	ygiV
epd-pgk_1	-	3071431	3073823	pgk,epd
cbpA-cbpM_2	-	1062550	1064037	cbpM,cbpA
gcvA	-	2941650	2942639	gcvA
ybiX_1	-	838530	839274.0	ybiX
deoBD	+	4619567	4621659	deoD,deoB
istR-1	-	3853118	3853192	istR
recF_1	-	3880148	3881841	recF
hydN-hypF	-	2835173	2838132	hypF,hydN
csrAp3 // csrA	-	2818961	2819273	csrA
yhdV_1	+	3418196.0	3418611	yhdV
plaP	-	2085704	2087062	plaP
ynfK_1	-	1666524	1667240.0	bidA
ynfK_2	-	1666524	1667335.0	bidA
yccT	-	1027111	1027837	csgI
trxB	-	931019	932078	trxB
yebC-ruvC	-	1946815	1948185	ruvC,yebC
mtlADR	+	3772188	3776419	mtlA,mtlD,mtlR
efeU	+	1081307	1082185	efeU
rpmF-plsX-fabHDG	+	1147338	1151404	fabG,fabD,fabH,plsX,rpmF
rutABCDEFG	-	1068511	1074026	rutA,rutB,rutC,rutD,rutE,rutF,rutG
ldrA_1	-	1269168	1269477.0	ldrA
cdgI	+	1870385	1871860	cdgI
moaBCDE	+	817977	819747	moaE,moaD,moaC,moaB
rrsA-ileT-alaT-rrlA-rrfA_2	+	4035239	4040636	rrfA,rrlA,alaT,ileT,rrsA
yadD_1	+	146959.0	147870	rpnC
yadD_2	+	146898.0	147870	rpnC
yadD_3	+	146957.0	147870	rpnC
ppiA_1	-	3491725	3492335	ppiA
mltA_1	-	2946081	2947273.0	mltA
ybgTE	+	774196	774602	ybgE,cydX
recN	+	2751759	2753456	recN
rpoH_3	-	3599887	3601003	rpoH
yihG	-	4045670	4046652	yihG
uppS-cdsA_1	+	194901	196534	cdsA,ispU
nadE	+	1822302	1823285	nadE
mgrR	-	1622817	1622914	mgrR
pdhR-aceEF-lpdA_1	+	122034	129394	pdhR,aceE,aceF,lpd
fepDGC_1	-	619384	622192	fepC,fepG,fepD
ompN	-	1435760	1437013	ompN
malY	+	1700840	1702129	malY
yhbY	+	3327759	3328083	yhbY
yidQ	+	3867544	3868060	yidQ
yhjR	-	3695997	3696364	yhjR
ilvLXG_1G_2MEDA_2	+	3950218	3957123	ilvX,ilvG,ilvA,ilvD,ilvE,ilvM,ilvL
lsrK	-	1598617	1600209	lsrK
hpt	+	141360	141967	hpt
narUZYWV	-	1535937	1544060	narV,narW,narY,narZ,narU
argH	+	4156850	4158223	argH
ychH	+	1258738	1259069	ychH
pcnB-folK_1	-	157253	159195	folK,pcnB
yjfIJ	+	4410133	4411251	yjfJ,yjfI
tesA-ybbO	-	518340	519949	ybbO,tesA
degP	+	180845	182308	degP
mrcA	+	3522826	3525448	mrcA
btsT	-	4589129	4591367	btsT
argW	+	2466308	2466383	argW
yaeR_1	+	211858.0	212266	yaeR
yfaVU	-	2358042	2360152	yfaV,yfaU
ydhYVW	-	1751077	1754477	ydhY,ydhV,ydhW
ilvL_1	+	3950218	3950471	ilvL
rtcR	+	3558238	3559866	rtcR
comR	-	1168200	1168844	comR
yibN_1	-	3784584	3785195.0	yibN
yibN_2	-	3784584	3785056.0	yibN
mglBAC_2	-	2236743	2240566	mglC,mglA,mglB
pmrD_1	-	2373272	2373574.0	pmrD
pmrD_2	-	2373272	2373566.0	pmrD
slyB_2	+	1719748	1720343	slyB
cysK_1	+	2532377	2533424	cysK
rpsB-tsf	+	189712	191738	tff,rpsB,tsf
iap_1	+	2876544.0	2877618	iap
iap_2	+	2876536.0	2877618	iap
ycdZ	+	1100252	1100787	ycdZ
yciA_1	-	1311848	1312414.0	yciA
cbl	-	2059964	2060941	cbl
intA	+	2756159	2757400	intA
leuO_2	+	84188	85312	leuO
yaiZ	+	399454	399805	yaiZ
sdiA_1	-	1996110	1996857.0	sdiA
sdiA_2	-	1996110	1996897.0	sdiA
sdiA_3	-	1996110	1996851.0	sdiA
sdiA_4	-	1996110	1996910.0	sdiA
sdiA_5	-	1996110	1996867.0	sdiA
sdiA_6	-	1996110	1996917.0	sdiA
sdiA_7	-	1996110	1996893.0	sdiA
creABC	+	4635243	4638120	creC,creB,creA
fimAICDFGH	+	4542694	4549710	fimR2,fimD,fimH,fimG,fimF,fimC,fimI,fimA
yeaGH_1	+	1866765	1870238	yeaH,yeaG
menA-rraA_1	-	4118845	4120406	rraA,menA
nudE_1	-	3525589	3526246.0	nudE
nudE_2	-	3525589	3526186.0	nudE
nudE_3	-	3525589	3526243.0	nudE
nudE_4	-	3525589	3526329.0	nudE
arcA_4	-	4639539	4640535	arcA
insMI3	-	4507466	4508942	insM,insI3
serV-argVYZQ	-	2817784	2818697	argQ,argZ,argY,argV,serV
yqeB	-	3012614	3014239	yqeB
dcuD_1	+	3374766	3376236	dcuD
ftsQ	+	102742	103985	ftsQ
pcnB-folK_2	-	157253	159151	folK,pcnB
ydcA_1	+	1491647.0	1491850	ydcA
ydcA_2	+	1491653.0	1491850	ydcA
proVWX_1	+	2804755	2808124	proX,proW,proV
ldcA_1	-	1242166	1243197.0	ldcA
rpmBG-mutM	-	3810343	3811995	mutM,rpmG,rpmB
cydAB_1	+	771170	774181	cydA,cydB
kefFC	+	47246	49631	kefC,kefF
hslJ	-	1441321	1441780	hslJ
greA_1	-	3328239	3328864	greA
trxC	+	2718675	2719154	trxC
hxpB	+	1809326	1810048	hxpB
yeaQ_1	-	1879007	1879390.0	yeaQ
yeaQ_2	-	1879007	1879360.0	yeaQ
kefGB-yheV	-	3478592	3481161	kefG,kefB,yheV
yecH_1	-	1989251	1989652.0	yecH
yecH_2	-	1989251	1989564.0	yecH
yjiHG-iadA	-	4558354	4560680	yjiH,yjiG,iadA
cydDC	-	927474	931031	cydC,cydD
epd-pgk_2	-	3071431	3073823	pgk,epd
ilvY_1	-	3956883	3957867	ilvY
fepA-entD	-	609459	612667	entD,fepA
glmY_2	-	2691157	2691340	glmY
yiiM_1	+	4102784.0	4103496	yiiM
yiiM_2	+	4102753.0	4103496	yiiM
mreB_1	-	3400005	3401356	mreB
lon_1	+	458815	461242	lon
cybB_1	+	1490766.0	1491432	cybB
cybB_2	+	1490887.0	1491432	cybB
cybB_3	+	1490761.0	1491432	cybB
aes	-	498945	500051	aes
acnA_3	+	1335424	1338506	ymiC,acnA
nanXY	+	4504020	4506405	nanY,nanX
tapT-patZ	+	2719223	2722613	patZ,tapT
yggDC	-	3073976	3075225	yggC,fumE
topA_2	+	1330980	1333645	topA
fabF	+	1151939	1153180	fabF
dgkA_1	+	4256457	4257005	dgkA
rimP-nusA-infB	-	3313185	3318175	rimP,infB,nusA
yeaGH_2	+	1866815	1870238	yeaH,yeaG
yggG	+	3081892	3082671	loiP
focA-pflB_2	-	951207	954493	pflB,focA
rsmB_1	+	3434991.0	3436496	rsmB
yfbO_1	+	2388573.0	2389057	yfbO
yfbO_2	+	2388458.0	2389057	yfbO
yfbO_3	+	2388539.0	2389057	yfbO
ppiA_2	-	3491725	3492395	ppiA
stpA_1	-	2798091	2798556	stpA
proVWX_2	+	2804563	2808124	proX,proW,proV
rybA-mntS	-	852725	853064	rybA,mntS
yghZ	+	3147897	3148937	gpr
rnc-era	-	2702481	2704223	era,rnc
mdtEF_2	+	3659140	3663527	mdtF,mdtE
frdABCD_1	-	4378966	4382412	frdD,frdC,frdB,frdA
yceH_1	+	1126081.0	1126804	yceH
yceH_2	+	1126077.0	1126804	yceH
dut-slmA	+	3813852	3815090	slmA,dut
relBE	-	1645346	1645872	relB,relE
ymdB	+	1105803	1106353	ymdB
thrLABC	+	148	5086	thrL,thrA,thrB,thrC
cadC	-	4360396	4361963	cadC
dnaB	+	4264283	4265729	dnaB
yncG	+	1526228	1526864	yncG
arrS_1	-	3657985	3658054	arrS
cobUST_1	-	2063388	2065972	cobT,cobS,cobU
cydAB_2	+	771202	774181	cydB,cydA
yegL-pphC	-	2151711	2153128	yegL,pphC
micA	+	2814802	2814874	micA
otsA	-	1980096	1981651	otsA
yobA-yebZY	-	1923365	1924969	yobA,yebZ,yebY
ycgZ-ymgA-ariR-ymgC_1	+	1215752	1216996	ymgC,ariR,ymgA,ycgZ
yiaU_1	+	3751986.0	3752966	yiaU
yiaU_2	+	3751975.0	3752966	yiaU
