Name	Direction	TU_start	TU_end	Genes
fumAC	-	1685185	1688440	fumC,fumA
fumB	-	4345631	4347348	fumB
fumC	-	1685185	1686709	fumC
fumD	-	1754932	1755209.0	fumD
fur	-	710118	710723	fur
fusA-tufA	-	3470145	3473685	tufA,fusA
fxsA	+	4368603	4369140	fxsA
gabDTP	+	2790912	2795653	gabP,gabT,gabD
gadAX	-	3664915	3667607	gadX,gadA
gadBC	-	1568904	1572072	gadC,gadB
gadC	-	1568904	1570584.0	gadC
gadE-mdtEF	+	3658062	3663527	gadF,mdtF,mdtE,gadE
gadEF	+	3657800	3659082	gadF,gadE
gadEF-mdtEF	+	3658345	3663527	gadF,mdtF,mdtE,gadE
gadW	-	3663541	3664781	gadW
gadX	-	3664915	3665839	gadX
gadXW	-	3663541	3665839	gadW,gadX
gadY	+	3664864	3664969	gadY
galE	-	790312	792081	galE
galET	-	789840	792081	galT,galE
galETK	-	788615	792081	galK,galT,galE
galETKM	-	787689	792177	galM,galK,galT,galE
galF	-	2113434	2114351	galF
galK	-	788831	790463	galK
galP	+	3088255	3089678	galP
galR	+	2976569	2977630	galR
galS	-	2240628	2241710	galS
galU	+	1291405	1292365	galU
gapA	+	1862240	1863766	gapA
gapA-yeaD	+	1862618	1864734	yeaD,gapA
gapC_1C_2	-	1489713	1490713	gapC
garD	+	3275252	3276853	garD
garPLRK-rnpB	-	3269959	3274934	rnpB,garK,garR,garL,garP
garR	-	3271867	3272820	garR
gatR_2	-	2169693	2171757	gatR
gatYZABCD	-	2171833	2177234	gatD,gatC,gatB,gatA,gatZ,gatY
gatZABCD	-	2171833	2176432	gatA,gatB,gatC,gatD,gatZ
gcd	-	138801	141279	gcd
gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	+	533907	543033	glxK,ybbY,allB,allW,glxR,hyi,gcl
gcvA	-	2941650	2942639	gcvA
gcvB	+	2942696	2942901	gcvB
gcvP	-	3046126	3049071	gcvP
gcvR	+	2599806	2600478	gcvR
gcvTHP	-	3046126	3050772	gcvP,gcvH,gcvT
gdhA	+	1842308	1843714	gdhA
gfcA	-	1049439	1050702	gfcA
gfcBCD	-	1045849	1049332	gfcB,gfcC,gfcD
gfcE-etp-etk	-	1042030	1045803	gfcE,etp,etk
ggt	-	3585081	3586823	ggt
ghoST	+	4352549	4353081	ghoT,ghoS
ghrA	+	1097824.0	1098824	ghrA
ghrB	+	3717189.0	3718284	ghrB
ghxP	+	4278321	4279828	ghxP
glcBA	-	3119597	3123835	glcA,glcB
glcC	+	3128206	3129036	glcC
glcDEFGBA	-	3119597	3128076	glcA,glcB,glcG,glcF,glcE,glcD
glf-rfc	-	2106060	2108329	wbbH,glf
glgAP	-	3564082	3568392	glgP,glgA
glgBXCAP	-	3564082	3573657	glgP,glgA,glgC,glgX,glgB
glgCAP	-	3564082	3569571	glgP,glgA,glgC
glgS	-	3191716	3192012	glgS
glk	-	2508424	2509461	glk
glmUS	-	3911810	3915326	glmS,glmU
glmY	-	2691157	2691340	glmY
glmZ	+	3986432	3986603	glmZ
glnAZ	-	4055990	4058222	glnZ,glnA
glnAZLG	-	4053869	4058222	glnZ,glnG,glnL,glnA
glnB	-	2687070	2687526	glnB
glnD	-	185978	188655	glnD
glnHPQ	-	845741	848198	glnQ,glnP,glnH
glnK-amtB	+	472556	474301	amtB,glnK
glnLG	-	4053869	4056371	glnG,glnL
glnQ	-	845741	846631	glnQ
glnS	+	705999	707978	glnS
glnW-metU-glnVX	-	696392	696860	glnX,glnV,metU,glnW
gloA	+	1727801	1728244	gloA
gloB	-	234027	234926.0	gloB
glpABC	+	2352583	2356752	glpA,glpB,glpC
glpD	+	3561971	3563518	glpD
glpEGR	-	3559754	3561849	glpR,glpG,glpE
glpFK	-	4115714	4118090	glpK,glpF
glpFKX	-	4114527	4118161	glpX,glpK,glpF
glpGR	-	3559754	3561480	glpR,glpG
glpQ	-	2349935	2351124	glpQ
glpR	-	3559754	3560891	glpR
glpTQ	-	2349935	2352451	glpQ,glpT
glrK	-	2689671	2691123	glrK
glrR-glnB	-	2687070	2688803	glnB,glrR
glsA-ybaT	+	511573	513868	ybaT,glsA
glsB-yneG	-	1611966	1613251	glsB,yneG
gltA	-	753126	754767	gltA
gltBDF	+	3354509	3361940	gltB,gltD,gltF
gltF	+	3361176	3361940	gltF
gltI-sroC-gltJKL	-	684530	687896.0	gltL,gltK,gltJ,sroC,gltI
gltIJKL-sroC	-	684530	687896	sroC,gltL,gltK,gltJ,gltI
gltP	+	4294307.0	4295794	gltP
gltS	-	3827460	3828691.0	gltS
gltX	-	2519208	2520784	gltX
glvCBG-ysdC	-	3861173	3863603	glvC,glvB,glvG
glxK	+	541858	543033	glxK
glyA	-	2684075	2685574	glyA
glyQS	-	3722291	3725354	glyS,glyQ
glyU	-	2998984	2999064.0	glyU
glyVXY	+	4392313	4392658	glyV,glyX,glyY
glyW-cysT-leuZ	-	1991745	1992180	3'ETS-<i>leuZ</i>,leuZ,cysT,glyW
gmhA	+	243543	244121	gmhA
gmhB	+	222806	223408	gmhB
gmk	+	3821388	3822051	gmk
gnd	-	2099862	2101324	gnd
gnsA	+	1051999	1052240	gnsA
gnsB	-	1637609	1637846	gnsB
gntK	-	3577006	3577645	gntK
gntKU	-	3575688	3577645	gntU,gntK
gntP	-	4549922	4551334	gntP
gntR	-	3577622	3578880	gntR
gntRKU	-	3575688	3578726	gntU,gntK,gntR
gntT	+	3546405	3547875	gntT
gntU	-	3575688	3577085.0	gntU
gntXY	+	3544667	3546199	nfuA,yhgH
gor	+	3646112	3647651	gor
gpmA	-	786843	787670	gpmA
gpmM-envC-yibQ	+	3785187	3789060	yibQ,envC,gpmM
gpp	-	3962745	3964229	gpp
gpt	+	255914	256474	gpt
grcA	-	2716066	2716523	grcA
greA	-	3328239	3328864	greA
greB	+	3536744.0	3537288	greB
groL	+	4370783	4372671	groL
groSL	+	4370616	4372671	groL,groS
grpE	-	2750115	2750747	grpE
grxA	-	890496	890776	grxA
grxB	-	1123407	1124103	grxB
grxC	-	3784191	3784576.0	grxC
grxD	-	1733754	1734162	grxD
gshA	-	2814883	2816439	gshA
gsk	+	500015	501429	gsk
gspAB	-	3453508	3455634	gspB,gspA
gspCDEFGHIJKLMO	+	3455482	3466220	gspO,gspM,gspL,gspK,gspJ,gspI,gspH,gspG,gspF,gspE,gspD,gspC
gss	-	3136663	3138610	gss
gstA	+	1714327	1714982	gstA
gstB	-	879854	880519	gstB
guaBA	-	2630906	2634107	guaA,guaB
guaC	+	113444	114487	guaC
gudPXD	-	2918045	2922130	gudD,gudX,gudP
gyrA	-	2336793	2339457	gyrA
gyrB	-	3877532	3880150	gyrB
hcaEFCBD	+	2668982	2673249	hcaD,hcaB,hcaC,hcaF,hcaE
hcaR	-	2668006	2668964	hcaR
hcaT	-	2666707	2668053.0	hcaT
hchA	+	2035630	2036686	hchA
hcp-hcr	-	911182	914129	hcr,hcp
hcp-hcr-poxB	-	909331	913845	poxB,hcr,hcp
hcxB	+	836351	837436	hcxB
hda	-	2618075	2618806	hda
hdeAB-yhiD	-	3655255	3656791	yhiD,hdeB,hdeA
hdeD	+	3656960	3657567	hdeD
hdfR	-	3947128	3948021	hdfR
hdhA	-	1697273	1698122	hdhA
helD	+	1024438	1026525	helD
hemA	+	1263583	1264970	hemA
hemA-prfA-prmC	+	1263676	1266927	prmC,prfA,hemA
hemB	-	388753	389754	hemB
hemCDXY	-	3986686	3990766	hemY,hemX,hemD,hemC
hemF	+	2552952	2554124	hemF
hemH	+	498031	499017	hemH
hemL	-	173602	174941	hemL
hemN	+	4051943	4053418	hemN
hepA	-	60358	63588	rapA
hflD-purB	-	1190616	1192686	purB,hflD
hfq-hflXKC	+	4399801	4404304	hflC,hflK,hflX,hfq
hicAB	+	1509221	1509924	hicB,hicA
higBA	-	3233728	3234480	higB,higA
hinT-ycfL-lpoB-thiK-nagZ-ycfP	+	1161821.0	1165685	ycfP,nagZ,thiK,lpoB,ycfL,hinT
hipBA	-	1590854	1592482	hipA,hipB
hisBHAFI	+	2093360	2097225	hisI,hisF,hisA,hisH,hisB
hisJQMP	-	2423736	2426837	hisP,hisM,hisQ,hisJ
hisL	+	2089965	2090140	hisL
hisLGDCBHAFI	+	2089965	2097225	hisL,hisG,hisD,hisC,hisB,hisH,hisA,hisF,hisI
hisS	-	2639301	2640642	hisS
hiuH-msrPQ	+	2038840	2041118	msrQ,msrP,hiuH
hldE	-	3195320	3196753	hldE
hlpA-lpxD-fabZ-lpxA	+	200455	203348	lpxA,fabZ,lpxD,skp
hlyE	-	1229483	1230466	hlyE
hmp	+	2685797	2687025	hmp
hns	-	1292461	1292958	hns
hofMNOP	-	3520615	3522928	hofM,hofN,hofO,hofP
hofQ	-	3519465	3520703	hofQ
hokA	-	3720448	3720810.0	hokA
hokB	-	1491922	1492071	hokB
hokD	-	1645119	1645274	hokD
hokE	+	607731	607988	hokE
holC	-	4483837	4484273.0	holC
holC-valS	-	4480982	4484273	valS,holC
holD-rimI-yjjG	+	4607781	4609323	yjjG,rimI,holD
holE	+	1925020.0	1925338	holE
hprRS	-	2036794	2038823	hprR,hprS
hpt	+	141360	141967	hpt
hrpA	+	1483061	1486963	hrpA
hrpB	+	162075.0	164534	hrpB
hscBA-fdx-iscX	-	2656506	2659524	iscX,fdx,hscA,hscB
hscC	-	681723	683594.0	hscC
hsdMS	-	4580068	4583048	hsdS,hsdM
hsdRMS	-	4580068	4586761	hsdS,hsdM,hsdR
hslJ	-	1441321	1441780	hslJ
hslO	+	3529672.0	3530652	hslO
hslR-hslO	+	3529110	3530652	hslO,hslR
hslVU	-	4120368	4122354	hslU,hslV
hspQ	-	1028404	1028751	hspQ
htgA	+	10643	11315	mbiA
htpG	+	494817	496994	htpG
htpX	-	1911652	1912618	htpX
htrG-cca	+	3201042	3203129	cca,ygiM
htrL	-	3792826	3793683	htrL
hupA	+	4200176	4200601	hupA
hupB	+	461305	461778	hupB
hxpB	+	1809326	1810048	hxpB
hyaABCDEF	+	1031984	1037634	hyaA,hyaB,hyaC,hyaD,hyaE,hyaF
hybOABCDEFG	-	3139716	3146363	hybO,hybG,hybF,hybE,hybD,hybC,hybB,hybA
hycABCDEFGHI	-	2842477	2850461	hycI,hycH,hycG,hycF,hycE,hycD,hycC,hycB,hycA
hydN-hypF	-	2835173	2838132	hypF,hydN
hyfABCDEFGHIJR-focB	+	2601171	2614782	focB,hyfR,hyfJ,hyfI,hyfH,hyfG,hyfF,hyfE,hyfD,hyfC,hyfB,hyfA
hypABCDE	+	2850627	2854321	hypA,hypB,hypC,hypD,hypE
hypABCDE-fhlA	+	2850627	2856416	fhlA,hypE,hypD,hypC,hypB,hypA
hypBCDE	+	2850839	2854321	hypB,hypC,hypD,hypE
hypBCDE-fhlA	+	2850839	2856416	fhlA,hypE,hypD,hypC,hypB
hypF	-	2835173	2838105	hypF
hypT	-	4557378	4558317.0	hypT
hyuA	+	3009830.0	3011413	hyuA
iaaA-gsiABCD	+	866537	872801	gsiD,gsiC,gsiB,gsiA,iaaA
iap	+	2876544.0	2877618	iap
ibaG	-	3336549	3336886	ibaG
ibaG-murA	-	3335235	3336833	murA,ibaG
ibpAB	-	3866469	3867518	ibpB,ibpA
ibpB	-	3866469	3866981	ibpB
ibsC	-	3056890	3057009	ibsC
ibsD	+	3194701	3194825	ibsD
icd	+	1194961	1196373	icd
icdC	+	1211413	1211577	icdC
iclR	-	4222804	4223652	iclR
idi	+	3032938.0	3033613	idi
idnDOTR	-	4490141	4494435	idnR,idnT,idnO,idnD
idnK	+	4494597	4495186	idnK
idnR	-	4490141	4491182	idnR
igaA	+	3526469	3528604	igaA
ihfA	-	1795216	1795721	ihfA
ihfB	+	963749	964173	ihfB
ileS-lspA-fkpB-ispH	+	21833	27279	ispH,fkpB,lspA,ileS
ileX	+	3215597	3215716	ileX
ileY	-	2785762	2785837	ileY
ilvA	+	3955235	3957123	ilvA
ilvC	+	3957912	3959445	ilvC
ilvEDA	+	3952388	3957123	ilvA,ilvD,ilvE
ilvIH	+	85420	87848	ilvH,ilvI
ilvL	+	3950218	3950471	ilvL
ilvLXG_1G_2MEDA	+	3950218	3957123	ilvX,ilvG,ilvA,ilvD,ilvE,ilvM,ilvL
ilvY	-	3956883	3957867	ilvY
imp	-	54755	57241	lptD
imp-surA-pdxA	-	52427	57336	pdxA,surA,lptD
inaA	-	2348822	2349499	inaA
infA	-	926162	926685	infA
infA-serW	-	925884	926685.0	serW,infA
infB	-	3313185	3316027	infB
infC	-	1800035	1801346	infC
infC-rpmI-rplT	-	1799363	1800818	rplT,rpmI,infC
insA-7	+	4518442.0	4518802	insA7
insA1B1AB1	-	19811	20508	insA1,insB1,insAB1
insA2B2AB2-afuBC	-	277756	279875	insA2,insB2,insAB2,afuB,afuC
insA3B3AB3	-	290649	291346	insA3,insB3,insAB3
insA4AB4B4	+	1049833	1050530	insB4,insA4,insAB4
insA5B5AB5	-	1978518	1979226	insA5,insB5,insAB5
insB7	+	4518721	4519224	insB7
insC1CD1D1	+	381351	382579	insD1,insC1,insCD1
insC2D2CD2	-	1467921	1469149	insC2,insD2,insCD2
insC3D3CD3	-	2068952	2070180	insC3,insD3,insCD3
insC4D4CD4-ygeON	-	2995314	2997600	insC4,insD4,insCD4,ygeO,ygeN
insC5CD5D5-yqiHIG	+	3186040	3191696	yqiI,yqiH,yqiG,insD5,insC5,insCD5
insC6CD6D6	+	4498272	4499500	insD6,insC6,insCD6
insE2F2EF2	-	391739	392901	insE2,insF2,insEF2
insE3EF3F3	+	566842	568004	insF3,insE3,insEF3
insE4F4EF4	-	1094275	1095437	insE4,insF4,insEF4
insE5EF5F5	+	2170236	2171398	insF5,insE5,insEF5
insG	-	4502103	4503549.0	insG
insH-1	-	274101	275298.0	insH1
insH-10	-	3365702	3366682	insH10
insH-11	-	3652182	3653269.0	insH11
insH-2	-	574737	575774.0	insH2
insH-5	-	1427746	1428926.0	insH5
insH-7	-	2101895	2103049.0	insH7
insH-8	-	2289065	2290045	insH8
insH-9	+	3130025.0	3131194	insH9
insH3	-	687997	688977	insH3
insH4	+	1396112	1397092	insH4
insH6	-	2066305	2067285	insH6
insI2	+	1469358	1470509	insI2
insJ	+	3720594.0	3721201	insJ
insK	+	3721065	3722049	insK
insL1	+	15445	16557	insL1
insL2	+	608065	609177	insL2
insL3	+	2514331	2515443	insL3
insMI3	-	4507466	4508942	insM,insI3
insN-1p // insO1 // insI1 // insN	+	270226	272190	insI1,insN
insN-2	+	4507167	4509793	insO
insQ	+	1503657	1504865	insQ
insZ	-	1294426	1295322	insZ
intA	+	2756159	2757400	intA
intB	+	4496750	4497940	intB
intD	-	564815	566101.0	intD
intF	-	295696	297096	intF
intG	+	2012502	2012780	intG
intS	+	2466515	2467702	intS
intZ	+	2558693.0	2560066	intZ
iprA	+	394506	395129	iprA
iraD	+	4556576	4557385	idlP,ytiD,ytiC,iraD
iraM	-	1211680	1212123	iraM
iraP	+	401319	401646	iraP
iscRSUA	-	2659563	2662199	iscA,iscU,iscS,iscR
ispB	+	3333710	3334681	ispB
ispDF	-	2871301	2872490	ispF,ispD
ispG-sroE	-	2640595	2641954.0	ispG,sroE
isrC	+	2071317	2071511	isrC
isrC-flu	+	2071317	2074658	isrC,flu
istR-1	-	3853118	3853192	istR
istR-2	-	3853118	3853257	istR
ivbL	-	3852835	3853023	ivbL
ivbL-ilvBN	-	3850746	3853023	ilvN,ilvB,ivbL
ivbL-ilvBN-uhpABC	-	3847305	3853023.0	uhpC,uhpB,uhpA,ilvN,ilvB,ivbL
ivy	+	240329.0	240816	ivy
katE	+	1813814	1816282	katE
katG	+	4133812	4136015	katG
kbaZ-agaVWA	+	3278866	3281625	agaA,agaW,agaV,kbaZ
kbl-tdh	-	3790320	3792577	tdh,kbl
kbp	-	2796337	2796814	kbp
kch	-	1309016	1310523.0	kch
kdgK	+	3679419	3680348	kdgK
kdgR	-	1909308	1910253.0	kdgR
kdgT	+	4101690	4102673	kdgT
kdpDE	-	721056	724414	kdpE,kdpD
kdpFABC	-	724407	728849	kdpF,kdpC,kdpB,kdpA
kdsA	+	1267854	1269067	kdsA
kdsC-lptCAB	+	3341719	3344669	lptB,lptA,lptC,kdsC
kdtA-coaD	+	3808516	3810304	waaA,coaD
kduD	-	2982497	2983258	kduD
kduI	-	2983288	2984194.0	kduI
kefFC	+	47246	49631	kefC,kefF
kefGB-yheV	-	3478592	3481161	kefG,kefB,yheV
kgtP	-	2724448	2725809.0	kgtP
kilR-ydaE	-	1417838	1418229	kilR,ydaE
kptA	+	4560930	4561484	kptA
kup	+	3931103	3933184	kup
lacI	-	366428	367538	lacI
lacYA	-	361140	363209	lacA,lacY
lacZYA	-	361140	366377	lacA,lacY,lacZ
lafU	+	250072	250827	lafU
lapAB	+	1340135	1341727	lapB,lapA
ldcA	-	1242166	1243197.0	ldcA
ldcC	+	209649	211820	ldcC
ldhA	-	1441854	1442915	ldhA
ldrA	-	1269168	1269477.0	ldrA
ldrB	-	1269703	1270012.0	ldrB
ldrC	-	1270238	1270546.0	ldrC
ldrD	-	3699899	3700272	ldrD
ldtA	-	2062391	2063323	ldtA
ldtB	-	854824	855786	ldtB
ldtC	-	1169412	1170417	ldtC
ldtD	+	980931	982894	ldtD
ldtE	-	1757721	1758725	ldtE
ldtF	-	245065	245805	dpaA
lepAB	-	2704335	2707196	lepA,lepB
letAB	+	1916258	1920143	letB,letA
leuE	-	1880121	1880800	leuE
leuL	-	83574	83735	leuL
leuLABCD	-	78848	84024	leuD,leuC,leuB,leuA,leuL
leuO	+	84154	85312	leuO
leuQPV	-	4606079	4606432	leuV,leuP,leuQ
leuS-lptE-holA-nadD-cobC	-	669296	674783	leuS,lptE,holA,nadD,cobC
leuU	-	3322072	3322278	leuU
leuV	-	4606079	4606273.0	leuV
leuX	+	4496386	4496529	leuX
lexA-dinF	+	4257087	4259121	lexA,dinF
lfhA	-	248358	250070	lfhA
lgoR	-	4594937	4595947	lgoR
lgoT	-	4593361	4594722	lgoT
lgt	-	2965066	2966121	lgt
lgt-thyA	-	2964320	2966121	thyA,lgt
lhr	+	1728353	1733740	lhr
ligA-ypeB	-	2527941	2530201	ligA,ypeB
ligB	-	3819488	3821288.0	ligB
ligT	-	161501	162031	thpR
lipA	-	659251	660301	lipA
lipB	-	661637	662401.0	lipB
lit	+	1198590.0	1199588	lit
livJ	-	3598555	3599762	livJ
livKHMGF	-	3592724	3597755	livF,livG,livM,livH,livK
lldPRD	+	3777289	3781017	lldD,lldR,lldP
lolA-rarA	+	937328	939337	rarA,lolA
lolB-ispE-prs	-	1260895	1263556	prs,ispE,lolB
lolCDE	+	1175427	1178564	lolE,lolD,lolC
lon	+	458815	461242	lon
lpdA	+	127717	129394	lpd
lpp	+	1757296	1757657	lpp
lptAB	+	3343299	3344669	lptB,lptA
lptB-rpoN-hpf-ptsN-yhbJ	+	3343396	3347969	rapZ,ptsN,hpf,rpoN,lptB
lptFG	+	4486218	4488400	lptG,lptF
lpxC	+	106508	107544	lpxC
lpxD	+	200960	201996	lpxD
lpxL	-	1115662	1116709	lpxL
lpxM	-	1939222	1940228.0	lpxM
lpxP	+	2495578	2496565	lpxP
lpxT	+	2268826	2269567	lpxT
lrhA	-	2405703	2406656	lrhA
lrp	+	932328	933089	lrp
lsp-fkpB-ispH	+	25014	27279	ispH,fkpB,lspA
lsrACDBFG-tam	+	1601460	1608104	tam,lsrG,lsrF,lsrB,lsrD,lsrC,lsrA
lsrK	-	1598617	1600209	lsrK
lsrRK	-	1598617	1601257	lsrK,lsrR
ltaE-ybjT	-	906852	909320	ybjT,ltaE
luxS	-	2814218	2815065	luxS
lysA	-	2977637	2978951	lysA
lysC	-	4231884	4233616	lysC
lysO	-	913958	914895	lysO
lysP	-	2247063	2248560	lysP
lysQ	+	781577	781843	lysQ
lysR	+	2978950	2979956	lysR
lysT-valT-lysW	+	780514	780918	lysT,valT,lysW
lysU	-	4353200	4354805	lysU
lysZ	+	781369	781444	lysZ
maa	-	479367	479918	maa
macAB	+	919235	922293	macB,macA
macB	+	920094.0	922293	macB
maeA	-	1553972	1555727.0	maeA
maeB	-	2576098	2578377	maeB
mak	+	410118.0	411052	mak
malEFGH	-	4242531	4246464	malH,malG,malF,malE
malI	-	1698136	1699228	malI
malK-lamB-malM	+	4246736	4250474	malK,lamB,malM
malPQ	-	3547986	3552510	malQ,malP
malQ	-	3547986	3550399	malQ
malS	+	3737470	3739620	malS
malT	+	3553024	3555820	malT
malXY	+	1699313	1702129	malX,malY
malY	+	1700840	1702129	malY
malZ	+	422495	424553	malZ
manA	+	1688551	1689751	manA
manXYZ	+	1901933	1904746	manX,manY,manZ
manXYZ-yobD	+	1902048	1905259	yobD,manZ,manY,manX
map-glnD-dapD	-	185123	189506	map,glnD,dapD
marC	-	1618243	1618941	marC
marRAB	+	1619093	1620207	marR,marA,marB
matP	+	1018459	1018937	matP
mazE	-	2911091	2911368.0	mazE
mazEF	-	2910756	2911339	mazF,mazE
mazEFG	-	2909894	2911368	mazG,mazF,mazE
mcaS	-	1405658	1405751	mcaS
mcbA	-	841796	842153	mcbA
mcbR	+	1520096.0	1520927	mcbR
mcrA	+	1210139.0	1211179	mcrA
mcrBC	-	4576912	4579337	mcrC,mcrB
mdaB	+	3172423.0	3173111	mdaB
mdh	-	3383330	3384470	mdh
mdlAB	+	468871	472417	mdlB,mdlA
mdoC	-	1107784	1108941	opgC
mdoGH	+	1109257	1113560	opgH,opgG
mdtABCD-baeSR	+	2153979	2164998	baeR,baeS,mdtD,mdtC,mdtB,mdtA
mdtEF	+	3659084	3663527	mdtF,mdtE
mdtG	-	1114264	1115490	mdtG
mdtH	-	1124118	1125326	mdtH
mdtK	+	1743269.0	1744830	mdtK
mdtL	+	3891615	3892790	mdtL
mdtM-yjiN	-	4565966	4568519	mdtM,yjiN
mdtNOP	-	4299564	4304109	mdtN,mdtO,mdtP
mdtQ	-	2227323	2228758	mdtQ
mdtUJI	-	1672820	1673779	mdtU,mdtJ,mdtI
melAB	+	4341887	4344790	melA,melB
melR	-	4340720	4341650	melR
menA-rraA	-	4118845	4120406	rraA,menA
menBCE	-	2373648	2376819	menE,menC,menB
menD-yfbB-menBCE	-	2373648	2379289	menE,menC,menB,menH,menD
menFD-yfbB-menBCE	-	2373648	2380643	menE,menC,menB,menH,menD,menF
mepH	+	1734357	1735250	mepH
mepK-gloC	+	983023	984297	gloC,mepK
mepS	+	2269811	2270545	mepS
metA	+	4214159	4215209	metA
metBL	+	4128636	4132456	metL,metB
metC	+	3152075	3153423	metC
metE	+	4012884	4015314	metE
metF	+	4132546	4133506	metF
metG	+	2193758	2196366	metG
metH	+	4223505	4227511	metH
metJ	-	4128078	4128558	metJ
metK	+	3086577	3087860	metK
metNIQ	-	220113	222714	metQ,metI,metN
metR	-	4011863	4012855	metR
metT-leuW-glnUW-metU-glnVX	-	696392	697163	glnX,glnV,metU,glnW,glnU,leuW,metT
metY	-	3318031	3318375	metY
metY-yhbC-nusA-infB	-	3313185	3318297	infB,nusA,rimP,metY
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	-	3308999	3318375	pnp,rpsO,truB,rbfA,infB,nusA,rimP,metY
metZWV	+	2947382	2947756	metZ,metW,metV
mfd	-	1170518	1174028	mfd
mglAC	-	2236743	2239391	mglC,mglA
mglBAC	-	2236743	2240566	mglC,mglA,mglB
mgrB	-	1908623	1908792	mgrB
mgrR	-	1622817	1622914	mgrR
mgsA	-	1026557	1027041	mgsA
mgtA	+	4467280	4470321	mgtL,mgtA
mgtS	+	1622588	1622799	mgtS
mhpABCDFE	+	368519	374881	mhpF,mhpE,mhpD,mhpC,mhpB,mhpA
mhpR-lacI	-	366428	368536	lacI,mhpR
mhpT	+	375386	376670	mhpT
miaA-hfq-hflXKC	+	4398982	4404304	hflC,hflK,hflX,hfq,miaA
miaB	-	693531	694955	miaB
micA	+	2814802	2814874	micA
micC	+	1437121	1437231	micC
micF	+	2313084	2313176	micF
micL	-	1958441	1958747	micL
minCDE	-	1224279	1226080	minE,minD,minC
mioC	-	3926012	3926475	mioC
mipA	-	1865726	1866506	mipA
mlaA	-	2464252	2465135	mlaA
mlaFEDCB	-	3336963	3340132	mlaB,mlaC,mlaD,mlaE,mlaF
mlc	-	1667344	1668603	mlc
mlc-ynfK	-	1666524	1668591	bidA,mlc
mliC	-	1718066	1718395	mliC
mlrA	+	2214840	2215597	mlrA
mltA	-	2946081	2947273.0	mltA
mltB	-	2824491	2825576	mltB
mltD	-	232597	234025.0	mltD
mltF	+	2695767	2697357	mltF
mmuPM	+	275325	277647	mmuM,mmuP
mnaT-ydcZ	-	1517882	1518846	mnaT,ydcZ
mngAB	+	765811	770611	mngB,mngA
mngB	+	767795	770611	mngB
mngR	-	765104	765926	mngR
mnmA	-	1192667	1193803	mnmA
mnmE	+	3886828	3888192	mnmE
mnmG-rsmG	-	3923057	3925674	mnmG,rsmG
mnt-btuF-yadS	-	177001	179183	mtn,btuF,yadS
mntH	-	2511468	2512734	mntH
mntP	+	1905459	1906254	mntP
mntR-ybiR	+	853098	854765	ybiR,mntR
moaABCDE	+	816827	819747	moaA,moaB,moaC,moaD,moaE
moaBCDE	+	817977	819747	moaE,moaD,moaC,moaB
mobAB	-	4040906	4042121	mobB,mobA
mocA	+	3015056.0	3015738	mocA
modABC	+	794995	797612	modC,modB,modA
modEF	-	792316	794644	modE,modF
moeAB	-	864380	866394	moeB,moeA
mog	+	9306	9893	mog
mokB	-	1491962	1492305.0	mokB
mokC-hokC	-	16751	16960	mokC,hokC
motRAB-cheAW	-	1972771	1977302	motR,cheW,cheA,motB,motA
mpaA	-	1389870	1390639.0	mpaA
mpl	+	4455728	4457158	mpl
mppA	+	1393139.0	1394840	mppA
mqo	-	2305108	2306846.0	mqo
mqsA	-	3167851	3168397	mqsA
mqsRA	-	3167851	3168653	mqsR,mqsA
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	89596	107474	lpxC,ftsZ,ftsA,ftsQ,ddlB,murC,murG,ftsW,murD,mraY,murF,murE,ftsI,ftsL,rsmH,mraZ
mrcA	+	3522826	3525448	mrcA
mrcB	+	164721	167264	mrcB
mreB	-	3400005	3401356	mreB
mreBCD	-	3398387	3401356	mreD,mreC,mreB
mreCD	-	3398387	3400008	mreD,mreC
mrp	-	2192993	2194203	mrp
mrr	+	4586949	4587863	mrr
mscK	+	486492	489898	mscK
mscL	+	3438001	3438434	mscL
mscS	-	3068947	3069871	mscS
msrA	-	4441538	4442261	msrA
msrB	-	1862016	1862464	msrB
msrC	-	1915631	1916128	msrC
msrPQ	+	2039478	2041118	msrQ,msrP
msyB	-	1113807	1114213	msyB
mtfA	+	2043618.0	2044448	mtfA
mtlADR	+	3772188	3776419	mtlA,mtlD,mtlR
mtr	-	3304573	3305932	mtr
mug	-	3214967	3215496.0	mug
murA	-	3335235	3336494	murA
murB-birA	+	4172057	4174047	birA,murB
murJ	+	1127839	1129374	murJ
murQP	+	2545733	2548097	murP,murQ
murQP-yfeW	+	2545773	2549406	yfeW,murP,murQ
murR	-	2544752	2545793	murR
mutH	+	2969582.0	2970351	mutH
mutL-miaA-hfq-hflXKC	+	4397046	4404304	hflC,hflK,hflX,hfq,miaA,mutL
mutM	-	3810343	3811277.0	mutM
mutS	+	2857019	2859654	mutS
mutY-yggX	+	3102911	3104368	yggX,mutY
mutY-yggX-mltC	+	3102911	3105512	mltC,yggX,mutY
mutY-yggX-mltC-nupG	+	3102911	3106970	nupG,mltC,yggX,mutY
mviM	+	1126806	1127729	yceM
nac	-	2061016	2061978	nac
nadAp // pnuC // nadA	+	782061	783885	pnuC,nadA
nadB	+	2710357	2712042	nadB
